,date,store,impressions,clicks,total cost,revenue_channel_1,revenue_channel_2,revenue_channel_3,revenue_channel_other
4107,2021-10-03,Store B,51511,3425,3945.21,6642.39,780.69,688.13,892.6999999999999
4108,2020-10-23,Store B,66822,4924,4232.88,7349.15,1194.1100000000001,754.6000000000001,1041.44
4109,2020-01-01,Store A,451144,9760,3917.4699999999993,10967.54,6785.8,2031.01,1322.16
4110,2022-02-12,Store A,287114,6838,3436.55,21427.85,3745.37,490.05,671.7
4111,2021-11-29,Store C,79197,1384,1628.57,3664.92,1829.35,420.0,509.95000000000005
4112,2022-07-17,Store D,25974,893,966.93,7498.289999999999,420.0,420.0,1689.71
4113,2022-08-20,Store D,28702,971,1071.95,5242.439999999999,574.9499999999999,692.77,3234.81
4114,2019-01-04,Store B,111023,6369,4369.5,7782.58,1279.77,670.65,1184.52
4115,2019-04-16,Store C,75254,1656,1450.6400000000003,4289.17,1217.44,420.0,1014.85
4116,2021-03-09,Store D,49610,2620,2528.48,12022.71,1066.1499999999999,1364.3899999999999,2027.0499999999997
4117,2021-01-25,Store B,75032,6015,5751.16,10226.51,1009.3899999999999,1152.25,817.55
4118,2019-07-11,Store C,70198,1568,1202.29,2907.92,1548.45,457.95000000000005,847.8499999999999
4119,2019-07-04,Store A,342391,9644,4215.24,20050.45,1833.74,739.94,2857.4
4120,2019-07-27,Store B,82334,4676,3465.1499999999996,4661.09,812.52,987.4,773.2900000000001
4121,2019-09-24,Store A,407578,9307,4160.5,19037.19,7166.82,3974.52,832.79
4122,2019-09-18,Store D,205242,3055,1591.81,420.0,459.90000000000003,420.0,420.0
4123,2022-04-05,Store A,266836,7357,4012.7300000000005,18766.45,2847.33,1248.84,991.16
4124,2022-04-17,Store B,28483,2512,3301.73,4810.25,494.95,808.6,844.7
4125,2022-04-10,Store D,19459,1533,2110.47,850.5899999999999,420.0,977.94,893.54
4126,2022-04-25,Store C,59143,1330,1471.0899999999997,1712.61,2294.11,759.9,420.0
4127,2019-01-23,Store B,99410,5726,4242.58,5767.27,973.23,1268.33,942.4
4128,2020-04-27,Store D,471751,6273,2896.49,420.0,517.95,420.0,420.0
4129,2019-02-20,Store D,165443,2738,1656.27,420.0,479.90000000000003,420.0,524.9
4130,2019-06-26,Store C,60052,1527,1138.29,1921.72,1464.37,494.90000000000003,2916.09
4131,2019-07-05,Store D,166434,2823,1851.36,737.8499999999999,11160.689999999999,639.85,420.0
4132,2021-12-26,Store D,12029,726,962.19,974.6000000000001,420.0,704.6899999999999,1208.51
4133,2021-08-31,Store C,65992,1217,1271.76,5324.43,729.75,420.0,949.85
4134,2021-08-27,Store C,67982,1189,1272.69,3125.88,1189.45,420.0,804.8000000000001
4135,2020-05-30,Store A,610708,13855,4867.12,22725.92,6416.0,1072.98,1932.5
4136,2021-05-22,Store A,243492,8237,4086.0,29861.89,4867.08,634.89,2333.6099999999997
4137,2020-07-06,Store C,140670,2640,1667.96,7372.529999999999,2780.68,674.95,444.95
4138,2020-10-12,Store B,81873,6370,5691.4,8307.46,2281.9300000000003,904.49,930.5500000000001
4139,2020-08-16,Store C,146831,2124,1377.54,5160.1,1188.3200000000002,1075.9,1183.7
4140,2020-03-15,Store B,146547,5881,4960.92,10489.05,1419.24,1008.4000000000001,1411.9900000000002
4141,2019-11-12,Store B,97878,4323,3366.5999999999995,5226.01,1136.3500000000001,691.8000000000001,955.7
4142,2020-11-19,Store D,28956,1620,1446.74,420.0,420.0,420.0,669.79
4143,2022-09-11,Store A,191815,4088,2420.0899999999997,5589.59,3917.4699999999993,420.0,1104.73
4144,2022-01-21,Store B,37825,3130,3625.28,5650.99,808.65,628.8000000000001,654.75
4145,2022-01-13,Store A,265482,7971,4310.08,8606.69,4781.6,819.8399999999999,1402.77
4146,2022-01-01,Store C,55600,874,969.73,2674.41,889.26,420.0,444.95
4147,2021-02-24,Store B,64165,5474,5641.91,9420.4,1259.87,1178.2,1432.2
4148,2021-05-17,Store B,53891,5044,5316.9,10092.63,1125.29,1220.35,1026.26
4149,2021-04-07,Store A,341762,11543,6056.34,38426.87,8771.99,1852.5700000000002,1512.2800000000002
4150,2021-02-02,Store C,71937,2026,1661.62,3526.38,2995.18,569.9499999999999,1616.55
4151,2021-07-28,Store C,80450,1427,1436.85,5966.800000000001,2153.9,1324.75,524.9
4152,2021-07-05,Store B,54746,5772,6508.08,10158.93,1241.27,815.65,695.6999999999999
4153,2021-07-13,Store C,118067,1578,1565.68,4518.58,1225.45,420.0,503.84999999999997
4154,2019-12-13,Store C,70202,1311,1054.54,1537.55,1629.3900000000003,604.9,479.90000000000003
4155,2022-01-30,Store D,18937,1045,1071.19,1119.52,420.0,447.95000000000005,3315.4
4156,2022-01-05,Store A,299684,7702,4235.92,16175.84,1341.2,632.8,1597.65
4157,2022-01-10,Store D,33947,1167,1042.22,4447.24,1163.54,1079.97,7479.790000000001
4158,2022-02-04,Store A,275461,7391,3902.37,25897.05,5233.53,2294.78,3599.79
4159,2021-06-03,Store D,56533,2154,1987.4299999999998,7349.449999999999,4989.26,650.8,7864.89
4160,2021-04-14,Store C,101341,1776,1722.69,3283.25,1198.55,434.95,1181.75
4161,2021-09-12,Store D,22547,1212,1336.08,1230.47,420.0,1210.9299999999998,1441.54
4162,2021-10-07,Store C,69990,1188,1206.1699999999998,2445.89,1300.24,467.95000000000005,1792.65
4163,2021-10-23,Store B,37501,3131,3897.77,7266.25,622.79,1098.3500000000001,582.8
4164,2022-06-20,Store D,18967,1139,1242.79,4125.49,2841.63,420.0,8148.42
4165,2019-10-22,Store A,384893,10118,4610.86,20937.010000000002,4783.88,1251.3899999999999,3143.7
4166,2019-10-28,Store A,341263,8752,4111.219999999999,13330.66,10216.53,4251.08,1618.4300000000003
4167,2020-12-18,Store A,288450,9096,4661.54,25775.7,15424.64,1720.57,3283.34
4168,2019-04-09,Store B,106519,5583,3730.9299999999994,7984.64,1442.74,669.6899999999999,972.3
4169,2020-03-05,Store D,137233,2550,1602.38,1466.6,567.9,420.0,420.0
4170,2019-04-20,Store C,62074,1230,922.35,1299.2000000000003,925.65,420.0,594.85
4171,2021-05-25,Store B,51936,4984,5437.32,9970.33,1429.71,738.65,891.4
4172,2021-05-30,Store D,62343,1952,1740.54,3705.3200000000006,1097.8999999999999,1328.31,1301.6399999999999
4173,2019-05-27,Store C,47974,1353,971.03,963.55,767.52,420.0,1029.8999999999999
4174,2019-06-04,Store C,66899,1669,1296.9299999999998,2556.47,884.7,420.0,654.85
4175,2019-07-15,Store C,79149,1844,1393.0700000000002,3201.6800000000003,1596.74,441.95,750.52
4176,2019-10-02,Store A,420469,9910,4274.29,19034.25,3986.6899999999996,886.79,5468.18
4177,2019-01-16,Store A,389850,7763,3366.34,15054.91,4624.78,1044.34,2007.32
4178,2020-06-18,Store D,127842,3362,2052.56,428.95000000000005,469.99,420.0,420.0
4179,2020-03-23,Store B,166699,6582,5487.75,13105.95,811.77,1070.45,2204.04
4180,2020-03-24,Store D,194813,3076,1997.02,474.95,420.0,420.0,420.0
4181,2019-07-08,Store A,415797,11800,5146.189999999999,22989.32,5327.48,1040.49,7463.44
4182,2019-07-08,Store B,91782,6318,4756.63,5745.96,1239.1100000000001,1091.54,1409.95
4183,2021-12-22,Store D,14820,923,1139.81,3380.86,534.95,420.0,2441.54
4184,2021-12-06,Store B,42278,3592,4709.95,7985.63,1125.3400000000001,940.6,790.6399999999999
4185,2021-08-16,Store C,80514,1358,1373.47,2883.25,1086.34,420.0,1121.85
4186,2020-04-11,Store A,697618,12768,4711.79,17322.14,5066.42,989.8900000000001,4779.54
4187,2020-04-14,Store C,368166,3733,1980.96,5478.75,3556.45,420.0,669.9000000000001
4188,2019-06-09,Store D,117994,2653,2058.04,420.0,441.95,420.0,420.0
4189,2020-08-12,Store C,176233,2607,1790.75,7956.949999999999,2773.12,708.6,631.8
4190,2020-10-04,Store B,70290,5555,4609.3,8465.37,580.75,1206.4,840.6
4191,2020-10-04,Store C,75919,1280,1077.0700000000002,2041.14,598.69,433.24,703.9
4192,2020-09-12,Store B,112659,5745,4528.51,8860.98,1152.3400000000001,1393.1999999999998,911.4
4193,2020-10-31,Store D,17734,1100,1114.73,482.95000000000005,529.9,420.0,420.0
4194,2021-01-02,Store C,97165,1816,1277.32,4890.01,1531.35,464.95,571.79
4195,2020-08-16,Store A,789873,15386,5965.52,26957.95,2071.4,2252.75,5526.4
4196,2022-03-14,Store A,279675,7524,4029.09,34374.75,11266.26,614.9,5092.99
4197,2022-02-02,Store D,24930,1167,1147.8700000000001,3422.09,615.45,420.0,4146.92
4198,2022-01-14,Store D,20638,1057,1062.98,4211.1,838.5500000000001,548.9399999999999,8506.59
4199,2021-02-14,Store D,25140,1574,1445.6099999999997,1445.38,492.8,420.0,3641.75
4200,2021-06-14,Store D,47003,2103,2033.25,5040.96,641.94,2188.15,4549.96
4201,2021-06-02,Store A,312813,10793,5719.57,31219.58,10551.56,938.76,1690.75
4202,2019-08-14,Store C,80167,1672,1213.1100000000001,2188.04,1381.7599999999998,420.0,1148.8500000000001
4203,2019-11-20,Store A,324458,9159,4213.49,12555.84,10657.25,714.6899999999999,4464.28
4204,2022-05-10,Store D,32587,1315,1250.17,1592.83,420.0,1374.87,4060.38
4205,2022-05-17,Store C,46537,973,1322.5,3381.35,986.45,420.0,2029.99
4206,2022-06-08,Store B,38666,3203,3770.65,2068.25,1360.8400000000001,420.0,5016.33
4207,2020-07-25,Store C,118270,1940,1312.98,2856.6899999999996,1386.07,552.84,1274.8999999999999
4208,2020-08-28,Store B,125490,6858,4949.36,6816.51,1191.36,562.8499999999999,1150.12
4209,2022-08-04,Store A,205423,5068,2911.6800000000003,7505.209999999999,5548.33,420.0,884.9200000000001
4210,2021-05-10,Store B,56423,5475,6124.77,11178.45,1963.77,864.5400000000001,992.69
4211,2021-11-14,Store C,35361,855,851.8600000000001,2621.52,752.65,428.95000000000005,420.0
4212,2021-07-09,Store C,115633,1410,1393.1299999999999,4320.65,1014.8199999999999,1264.95,1154.8
4213,2019-10-28,Store C,70642,1394,1145.28,1530.7400000000002,2570.47,559.9499999999999,518.6400000000001
4214,2022-02-08,Store B,44317,4076,4738.76,7724.49,1034.45,823.65,1306.2
4215,2020-07-18,Store D,86150,2738,1868.07,559.85,469.95,420.0,420.0
4216,2020-11-22,Store B,75358,6238,6030.14,11293.31,693.75,1061.4,1131.34
4217,2019-11-27,Store C,54195,1384,930.8199999999999,1993.2999999999997,916.49,420.0,797.24
4218,2019-11-29,Store D,33306,1654,1425.96,420.0,824.88,420.0,420.0
4219,2019-12-01,Store A,50770,3344,1621.55,6422.77,1351.81,2054.66,4825.59
4220,2020-01-23,Store C,158622,1852,1264.75,6065.51,1052.24,420.0,420.0
4221,2021-10-03,Store C,45559,901,929.71,1824.65,479.90000000000003,420.0,420.0
4222,2020-01-05,Store D,131272,2421,1275.92,478.95000000000005,420.0,420.0,420.0
4223,2020-01-08,Store B,108298,4656,3270.74,4863.0,1303.74,894.3399999999999,1054.46
4224,2020-06-11,Store A,617866,16190,6333.06,40850.85,5290.9,4474.47,6028.31
4225,2019-04-12,Store A,340232,9624,3980.91,19741.93,2709.5600000000004,2303.5,2380.31
4226,2019-05-13,Store C,57153,1428,1244.03,4091.8600000000006,3486.64,420.0,1614.35
4227,2019-07-13,Store B,76574,4924,3626.3900000000003,5545.72,1143.8200000000002,511.75,762.5400000000001
4228,2020-06-28,Store C,142501,2111,1310.98,3023.63,611.14,443.95000000000005,420.0
4229,2020-09-10,Store C,195121,2539,1954.66,6453.41,1901.39,669.9000000000001,1528.75
4230,2020-05-11,Store B,191937,10397,6919.1,14244.169999999998,2241.19,734.6500000000001,1881.91
4231,2019-10-07,Store B,89115,4351,3385.0300000000007,5551.88,1654.9700000000003,732.6999999999999,807.4599999999999
4232,2022-04-01,Store B,35524,3176,3600.4,5768.77,1116.3899999999999,756.79,650.75
4233,2022-04-21,Store A,280955,6462,3444.16,15711.669999999998,10382.05,549.79,2000.5500000000002
4234,2020-06-19,Store B,128775,7741,5486.710000000001,10713.510000000002,1057.6399999999999,584.79,918.45
4235,2020-05-12,Store A,801523,17319,6425.69,28852.89,5207.06,917.47,2880.49
4236,2020-08-06,Store A,669411,14497,6224.82,27156.189999999995,19335.14,1626.75,4142.88
4237,2021-12-23,Store B,29489,2620,3289.89,4834.24,648.74,638.6999999999999,578.85
4238,2022-03-19,Store B,32906,3254,4168.41,6461.859999999999,648.8499999999999,1167.24,727.64
4239,2021-05-14,Store A,246309,8288,4491.23,25590.38,8690.53,810.02,2044.72
4240,2021-02-17,Store A,345412,9404,4416.530000000001,27985.52,2197.85,885.6999999999999,4789.83
4241,2021-04-08,Store C,112355,1839,1828.6,5237.05,990.23,731.75,1307.6
4242,2020-08-21,Store C,221846,2436,1711.92,4718.8,1909.3900000000003,1388.75,2189.9
4243,2019-11-09,Store A,326539,8013,3709.03,17200.94,1301.3,1723.54,964.94
4244,2019-12-20,Store A,266849,7318,3704.67,10035.36,9562.86,1843.3899999999999,434.24
4245,2019-12-16,Store C,73154,1378,1090.8200000000002,2904.99,2284.59,2339.9,1225.9
4246,2020-05-22,Store D,197761,3764,2050.79,420.0,719.85,420.0,420.0
4247,2020-08-01,Store D,103430,2556,1653.9699999999998,498.84999999999997,420.0,420.0,420.0
4248,2020-10-02,Store B,69125,5130,4087.2,6499.25,1102.48,663.21,856.5999999999999
4249,2021-07-08,Store D,42788,1866,1679.9700000000003,8317.34,420.0,2048.69,2675.47
4250,2020-11-14,Store D,24965,1430,1262.26,420.0,549.9,420.0,420.0
4251,2021-11-09,Store A,226043,7460,4254.139999999999,16071.08,7885.22,579.89,5890.14
4252,2021-11-05,Store C,70514,1082,1130.24,3073.24,881.97,434.95,449.95
4253,2021-10-23,Store C,54772,955,982.55,2117.4700000000003,2330.89,420.0,569.89
4254,2021-02-04,Store B,7702,647,1118.3899999999999,1219.34,474.95,614.8000000000001,628.4000000000001
4255,2021-06-05,Store A,234883,8049,4085.3499999999995,15574.11,3142.41,523.89,1489.7399999999998
4256,2020-01-21,Store C,135163,1843,1249.67,2915.78,2485.29,420.0,1776.75
4257,2022-05-29,Store B,35855,3146,4020.57,5786.84,579.75,574.8000000000001,1091.0
4258,2022-06-09,Store D,22104,1139,1199.56,3667.6400000000003,469.95,420.0,2716.87
4259,2022-06-14,Store A,199061,6139,3635.95,23459.45,10673.79,514.95,1475.53
4260,2020-12-24,Store C,35338,777,751.53,1749.2000000000003,879.6000000000001,443.95000000000005,438.9
4261,2020-12-28,Store A,538140,12884,5733.17,33930.27,13423.41,1688.18,3080.3200000000006
4262,2022-06-10,Store C,56463,911,1144.06,3791.35,766.79,420.0,476.83
4263,2022-07-03,Store A,204252,4896,2635.62,10149.96,917.8,439.95,646.87
4264,2022-03-11,Store A,274375,6961,3705.17,17095.7,7137.32,1079.74,1282.8200000000002
4265,2022-03-24,Store C,56951,1271,1494.6,4070.17,972.5800000000002,420.0,469.95
4266,2022-04-18,Store B,37733,3465,4216.77,6556.69,882.64,1003.55,842.65
4267,2022-06-02,Store C,57086,1091,1390.6399999999999,3181.37,1018.29,420.0,830.6999999999999
4268,2022-05-05,Store B,34554,2872,3718.05,5043.69,1421.75,578.75,620.75
4269,2021-04-09,Store B,56120,5032,5165.93,8620.77,1279.95,840.6,737.65
4270,2020-05-01,Store A,784353,15350,5588.89,25592.259999999995,4163.08,816.1700000000001,1331.4699999999998
4271,2020-05-09,Store D,269193,4942,2436.37,484.95,420.0,420.0,420.0
4272,2019-08-29,Store B,90910,5145,3483.9800000000005,4692.94,1083.6100000000001,745.65,1806.5699999999997
4273,2020-08-14,Store A,680047,14182,6059.83,33496.85,5586.279999999999,1244.79,3155.02
4274,2020-07-13,Store A,677110,15686,6579.29,52810.51,17849.54,1962.69,716.77
4275,2020-11-10,Store A,443017,11201,5394.449999999999,29125.79,13103.93,1145.3600000000001,1942.61
4276,2019-11-16,Store D,66281,1888,1315.8500000000001,494.95,420.0,420.0,420.0
4277,2019-11-18,Store D,93364,2313,1417.97,471.9,3038.84,420.0,452.95000000000005
4278,2020-07-28,Store A,751496,15817,6436.61,33230.7,15070.3,1205.8200000000002,3800.1400000000003
4279,2019-02-23,Store C,94125,1561,992.4199999999998,1551.29,899.55,2375.75,739.9
4280,2019-05-08,Store B,94792,5949,3778.94,4174.17,2162.77,1182.74,445.95
4281,2019-06-10,Store C,64430,1710,1345.24,2175.38,571.85,634.9,1967.55
4282,2019-07-05,Store B,80095,5276,4122.5,6381.63,1082.04,630.7,782.55
4283,2021-08-20,Store C,70343,1271,1200.65,4178.5599999999995,2440.4300000000003,420.0,564.9
4284,2019-03-27,Store B,119642,5746,4128.5599999999995,5269.74,1108.8300000000002,744.5799999999999,945.8500000000001
4285,2019-02-08,Store C,98788,1749,1282.3,6136.2,1825.09,589.9499999999999,663.5900000000001
4286,2019-02-10,Store D,140229,2676,1773.92,521.95,448.39,420.0,420.0
4287,2019-02-27,Store A,342544,8713,3583.71,17596.48,3530.74,946.54,2964.32
4288,2021-07-23,Store B,44515,4056,4572.93,8247.82,980.38,740.65,833.65
4289,2020-12-02,Store C,117965,1764,1568.13,5436.369999999999,4248.95,619.85,1112.8
4290,2021-02-02,Store D,26106,1807,1579.18,8002.219999999999,1172.44,502.9,3844.38
4291,2021-02-06,Store C,63864,1561,1204.83,4771.62,1394.28,831.04,654.9000000000001
4292,2020-05-04,Store B,305606,11615,7322.889999999999,15105.08,2193.39,968.55,1612.93
4293,2021-03-12,Store C,69164,1703,1553.04,3669.49,775.65,553.9499999999999,600.85
4294,2021-03-16,Store A,488432,13389,6206.91,34246.02,18306.61,820.78,4901.4
4295,2020-07-22,Store A,657130,15308,6361.279999999999,35943.31,9824.58,2385.25,4483.6
4296,2019-11-10,Store B,91490,4322,3454.5,5676.620000000001,706.63,656.75,1183.3200000000002
4297,2021-08-05,Store D,30783,1491,1519.53,7250.74,515.8,420.0,6075.08
4298,2021-07-18,Store C,57148,1055,999.25,2814.84,1321.55,420.0,574.9499999999999
4299,2021-07-13,Store D,45663,1863,1621.49,5697.61,454.95,590.89,2245.6
4300,2021-11-17,Store B,41148,3659,4083.85,6914.48,761.6499999999999,1201.5,777.5799999999999
4301,2022-05-30,Store D,29393,1113,1134.21,5163.06,420.0,420.0,3681.7700000000004
4302,2022-08-01,Store B,48195,3554,4354.59,5668.92,1559.29,747.5,1136.55
4303,2022-08-09,Store D,38892,1365,1535.4099999999999,4199.78,12807.81,2131.6400000000003,5212.6900000000005
4304,2022-08-16,Store B,54222,3425,4747.27,6787.960000000001,1201.82,579.8000000000001,896.27
4305,2019-10-22,Store B,90499,5324,3769.8,5684.19,1368.93,642.65,917.35
4306,2020-12-19,Store B,60593,4636,4576.29,7908.89,1160.73,1127.25,848.5
4307,2020-01-07,Store C,118449,1957,1294.4,3419.06,938.54,777.8199999999999,1789.9
4308,2019-04-03,Store B,115974,5403,3831.1900000000005,5653.33,1331.1000000000001,787.72,760.3999999999999
4309,2020-06-09,Store D,159171,3858,2237.17,663.9,420.0,420.0,420.0
4310,2019-04-18,Store B,98392,5377,3870.48,4672.89,1140.2,745.6,659.75
4311,2019-02-13,Store C,92690,1871,1378.33,5212.439999999999,922.65,555.8,766.6499999999999
4312,2019-02-13,Store A,341379,8869,3623.0200000000004,21946.0,2846.58,2190.34,2653.66
4313,2020-02-10,Store D,193695,3038,1615.96,510.90000000000003,420.0,420.0,420.0
4314,2019-07-13,Store A,421190,10944,4245.610000000001,12532.34,3498.66,1054.78,2712.52
4315,2019-07-17,Store B,82226,5094,3535.6,5105.4,1585.57,628.63,1890.2600000000002
4316,2019-07-21,Store B,83548,5228,3765.6,6306.69,690.5,811.6499999999999,775.45
4317,2019-08-02,Store D,196324,2788,1782.63,469.95,420.0,420.0,420.0
4318,2020-05-05,Store C,381819,3981,2142.5899999999997,5900.92,2017.9500000000003,744.95,834.6000000000001
4319,2020-08-07,Store C,144494,2294,1692.6,5304.09,2153.1400000000003,699.9,948.75
4320,2019-09-30,Store C,71048,1475,1215.45,1308.15,1139.7,420.0,591.8
4321,2020-02-05,Store B,159925,5036,3996.88,5406.59,1188.96,893.39,828.3299999999999
4322,2019-06-13,Store C,58401,1727,1368.1,2369.95,1181.6200000000001,515.84,595.95
4323,2021-05-23,Store A,264808,8959,4488.62,36526.07,9262.2,1834.7,2148.74
4324,2021-05-23,Store C,37245,998,963.0899999999999,3846.94,594.8000000000001,659.9000000000001,449.95
4325,2021-05-27,Store A,301199,10043,5528.51,20748.83,5002.77,1137.89,8934.36
4326,2019-02-24,Store C,93127,1425,990.22,1234.83,546.85,469.95,668.75
4327,2019-07-02,Store C,62531,1462,1140.77,3424.24,698.07,1469.9,960.75
4328,2020-09-29,Store B,75026,5754,4685.26,7400.59,1136.1499999999999,769.5,992.53
4329,2021-02-07,Store A,452629,11123,4485.0599999999995,25842.76,15961.52,880.63,3133.83
4330,2021-02-03,Store B,57803,4704,5127.57,9255.38,1004.45,1192.33,682.65
4331,2021-11-20,Store B,40173,3560,3978.07,7264.23,836.55,816.5999999999999,677.6
4332,2021-07-11,Store B,46314,4825,5648.19,10387.87,1103.42,1064.25,600.85
4333,2021-05-17,Store D,42995,2200,2036.15,7739.6,2082.6400000000003,678.8,6508.689999999999
4334,2021-02-26,Store A,381886,10497,4944.53,26819.33,12040.02,3429.6799999999994,3337.86
4335,2021-03-28,Store C,55584,1360,1179.87,2264.7999999999997,933.6,453.89000000000004,449.90000000000003
4336,2021-08-29,Store A,215074,7399,3803.77,19812.52,8333.45,828.4000000000001,1516.27
4337,2021-09-13,Store A,233142,9350,5060.95,25686.61,14049.9,714.8900000000001,14952.350000000002
4338,2021-09-24,Store C,61472,1283,1256.82,3453.4000000000005,1757.3,443.95000000000005,1138.8
4339,2021-11-12,Store B,41398,3518,3866.93,5966.369999999999,623.74,793.65,570.75
4340,2021-10-10,Store D,22304,1032,1357.0,2791.04,699.8699999999999,936.66,799.6800000000001
4341,2020-04-01,Store A,443171,7959,3460.37,16120.66,5528.55,2401.49,1525.58
4342,2022-09-02,Store D,17087,814,1047.5,11622.119999999999,4380.81,1087.77,3231.43
4343,2022-03-12,Store A,299944,7668,3812.98,19738.53,13483.279999999999,451.9,2188.77
4344,2022-01-26,Store C,73827,1478,1497.1399999999999,4350.6900000000005,2342.35,513.9,2614.75
4345,2022-04-26,Store B,38346,3315,4050.41,6212.79,1055.39,787.55,804.6500000000001
4346,2019-08-31,Store B,85125,4653,3473.9800000000005,5388.86,1126.28,725.65,920.28
4347,2022-01-30,Store B,39586,3889,4571.08,7477.3099999999995,569.84,1080.3999999999999,657.35
4348,2019-10-19,Store C,59449,1121,906.98,1847.26,821.75,765.9000000000001,514.95
4349,2019-12-11,Store B,99775,4439,3374.6,5166.0599999999995,1441.02,1024.4,936.3
4350,2020-12-24,Store B,46602,3737,3305.62,5259.1,815.5899999999999,686.5,719.6500000000001
4351,2020-01-06,Store A,526740,10298,4253.79,23516.04,7583.77,913.39,1838.25
4352,2021-12-08,Store C,72643,1073,1213.23,4027.5300000000007,1016.58,678.8,708.8
4353,2021-12-17,Store D,14363,755,940.68,2646.0199999999995,420.0,619.8000000000001,2248.19
4354,2022-06-25,Store A,151860,4369,2492.7,9970.86,963.6199999999999,420.0,589.8000000000001
4355,2022-08-02,Store C,39851,978,1105.3400000000001,1156.8899999999999,1314.8,420.0,748.8
4356,2020-07-23,Store A,754221,17067,7109.19,31798.41,10075.21,1063.8300000000002,6565.38
4357,2020-11-20,Store B,63491,5190,4394.7,6995.860000000001,1149.35,1067.3999999999999,579.83
4358,2019-04-04,Store D,158866,2756,1798.46,420.0,499.95,449.95,420.0
4359,2019-01-10,Store A,420945,7749,3380.4399999999996,15609.33,7045.51,1580.96,9232.49
4360,2019-01-29,Store A,445168,9123,3751.7,14237.84,5768.450000000001,2885.66,2650.1
4361,2019-05-18,Store B,85020,5272,3393.92,6625.77,923.46,695.8,665.6999999999999
4362,2019-08-01,Store B,91242,5195,3765.4300000000003,5407.24,755.38,1010.39,662.5999999999999
4363,2020-05-09,Store A,748070,15359,5456.51,26550.28,9625.78,1651.36,3687.69
4364,2019-09-15,Store C,49345,1084,867.8499999999999,593.84,869.8000000000001,486.95,420.0
4365,2019-09-05,Store D,232711,2756,1524.42,420.0,449.95,420.0,420.0
4366,2022-02-21,Store C,76855,1356,1376.6,3529.83,1856.14,443.95000000000005,1234.28
4367,2022-04-15,Store B,32168,2805,3462.98,5298.9400000000005,896.6800000000001,609.9,656.6899999999999
4368,2021-03-05,Store A,390124,11399,5260.71,34717.57,14461.46,1017.64,5796.73
4369,2022-05-26,Store A,220594,6278,3575.05,10251.15,4985.73,420.0,1038.84
4370,2019-04-27,Store D,110428,2482,1681.54,420.0,420.0,420.0,420.0
4371,2019-04-29,Store C,69869,1547,1285.1,2811.5,3877.09,474.95,1354.6799999999998
4372,2019-06-13,Store B,84093,4833,3418.73,5736.4,1316.75,860.45,868.45
4373,2021-12-31,Store B,33926,3277,3883.2200000000003,6587.21,1058.55,591.85,927.45
4374,2019-02-28,Store B,93614,4900,3631.99,5854.880000000001,1130.71,639.59,802.23
4375,2019-03-08,Store C,124398,1844,1351.07,2772.4699999999993,677.28,499.95,811.6499999999999
4376,2020-11-24,Store A,491685,13918,6821.4,38487.14,23812.989999999998,1006.4,5322.23
4377,2020-11-24,Store B,71243,6016,5464.73,9799.54,1466.0300000000002,823.45,1107.15
4378,2020-12-05,Store A,367201,10867,5212.86,24287.560000000005,2856.92,1431.7000000000003,3660.5299999999997
4379,2020-02-05,Store A,450768,9519,4004.46,18165.85,8184.120000000001,614.35,1039.75
4380,2020-02-09,Store A,503987,10258,3943.85,13173.060000000001,6024.17,1286.67,1382.68
4381,2020-02-09,Store B,175070,5456,4428.780000000001,8706.07,871.51,735.6,1237.0900000000001
4382,2020-09-21,Store B,78740,5887,4826.2,10445.36,1223.28,1042.38,1155.03
4383,2019-08-16,Store B,86716,4490,3369.81,5178.360000000001,1158.19,740.73,840.45
4384,2019-09-08,Store A,426099,9538,4035.05,18182.7,3336.54,782.8399999999999,1858.37
4385,2021-02-03,Store A,392524,10374,4636.46,30302.85,11802.22,1089.45,1128.9099999999999
4386,2021-02-08,Store D,26402,1858,1701.02,3814.26,40423.0,909.75,2662.6
4387,2020-04-20,Store B,392989,11098,7499.85,14133.899999999998,1867.54,1114.3,1362.78
4388,2021-12-01,Store B,41673,3873,4590.05,7143.32,1160.2,643.7,717.74
4389,2021-07-26,Store A,269743,9692,5407.83,40949.16,14765.740000000002,722.23,2600.05
4390,2021-07-07,Store B,48998,4807,5285.29,9234.81,1765.3199999999997,1302.99,1035.8899999999999
4391,2021-07-16,Store D,44631,1766,1622.64,2553.04,3397.69,464.95,3188.8
4392,2022-09-06,Store D,16669,870,958.2,9003.44,1189.72,1472.84,9207.72
4393,2022-03-09,Store A,291474,7382,4011.66,11729.75,7239.390000000001,684.8900000000001,4788.64
4394,2022-01-15,Store A,283544,7325,3683.2,13819.8,1044.67,887.73,5626.33
4395,2021-04-17,Store D,25144,1735,1727.71,2352.2200000000003,924.8699999999999,1116.88,1396.59
4396,2021-04-12,Store B,63021,5651,5925.36,9536.98,1663.73,582.8,1031.54
4397,2020-08-19,Store D,76373,2503,1711.8900000000003,439.95,1169.94,420.0,420.0
4398,2020-07-12,Store B,143640,7936,6478.76,14087.59,853.54,1394.1499999999999,1037.5
4399,2020-07-13,Store D,96125,3320,2371.25,548.8000000000001,474.99,420.0,420.0
4400,2020-11-09,Store B,70792,5579,5010.4,8265.19,977.23,767.64,1182.15
4401,2019-11-22,Store C,61439,1302,1072.89,1594.2000000000003,1305.73,420.0,763.75
